experiment_id,record_index,sample_index,depth_ft,split,split_reason,source_tfrecord,source_idx_pkl,source_processed_waveforms_pkl,created_from_branch_or_commit
EXP-008,25,25,2745.30190172,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,26,26,2745.81370613,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,27,27,2746.33043645,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,28,28,2746.84300514,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,29,29,2747.35671605,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,30,30,2747.87084266,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,31,31,2748.38818326,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,32,32,2748.90493885,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,33,33,2749.42091925,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,34,34,2749.93298543,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,35,35,2750.44534674,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,36,36,2750.95518624,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,37,37,2751.46518766,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,38,38,2751.98153077,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,39,39,2752.49034377,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,40,40,2753.00927848,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,41,41,2753.51123513,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,42,42,2754.03368461,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,43,43,2754.53616723,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,44,44,2755.05998822,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,45,45,2755.55120458,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,46,46,2756.07535284,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,47,47,2756.57909801,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,48,48,2757.11030063,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,49,49,2757.60753058,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,50,50,2758.13042051,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,51,51,2758.62043342,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,52,52,2759.13985344,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,53,53,2759.64175963,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,54,54,2760.16451052,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,55,55,2760.66065158,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,56,56,2761.17225401,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,57,57,2761.8679288,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,58,58,2762.23549002,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,59,59,2762.7020436,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,60,60,2763.2046859,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,61,61,2763.72738431,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,62,62,2764.22570103,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,63,63,2765.16324673,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,64,64,2765.41583288,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,65,65,2765.77207678,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,66,66,2766.26629304,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,67,67,2766.7755257,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,68,68,2767.28160052,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,69,69,2767.79296678,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,70,70,2768.30303186,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,71,71,2768.80957767,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,72,72,2769.31743581,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,73,73,2769.82662462,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,74,74,2770.33897546,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,75,75,2770.84299483,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
EXP-008,76,76,2771.36117356,train,depth_heldout_simple_depth_order,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord,data/processed/fft_regression/array_03/tfrecords/fft_regression_data.tfrecord.idx.pkl,data/processed/fft_regression/array_03/processed_waveforms.pkl,origin/percentage_label+FFT@7ba021cfa6eacd148247258ee28b8527dbbc6c92
